date,id,pdf,pm,release_type,subjects,title
1984-01-19,6295,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006295.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, MR BOB HAWKE, TO THE COMMITTEE FOR DEVELOPMENT OF YOUTH EMPLOYMENT, MELBOURNE, 19 JANUARY 1983"
1960-10-06,226,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000226.pdf,"Menzies, Robert",Press Conference,"P. M. to attend U. N.,  Mr. Khrushchev's attitude to U. N., Australia's policy in New Guinea, Mr. Macmillan's ""Phone call"" to P. M. , West's position at U. N.",Press Conference at Kingsford Smith Airport
2015-03-09,24267,,"Abbott, Tony",Transcript,"Visit to Houghton Wines,  free trade agreements,  counter-terrorism measures for a safe and secure Australia,  Australians facing execution in Indonesia,  superannuation,  aged pension,  Centrelink computer system,  Operation Sovereign Borders.","Joint Doorstop Interview, Middle Swan"
2014-05-20,23508,,"Abbott, Tony",Transcript,"Wallace Brown Award,  federation white paper,  Budget 2014,  Operation Sovereign Borders.","Doorstop Interview, Parliament House"
1995-10-31,9818,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009818.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP PREMIER COURTS THREAT: A STATE INCOME TAX AND CONSUMPTION TAX - OR SECESSION"
1962-06-26,540,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000540.pdf,"Menzies, Robert",Media Release,,"FOR THE PRESS: 26TH JUNE, 1962 - WEST NEW GUINEA - STATEMENT BY TEH PRIME MINISTER, RIGHT HONOURABLE R.G. MENZIES"
2008-05-07,15904,,"Rudd, Kevin",Speech,,"Preparing Australia for the Challenges of the Future, Address to the Western Australian Chamber of Commerce and Industry Breakfast, Perth"
1989-11-29,7835,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007835.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF NEWS CONFERENCE, PARLIAMENT HOUSE, 29 NOVEMBER 1989"
2006-03-14,22170,,"Howard, John",Interview,,"Interview with Nicholas Witchell BBC TV, Canberra"
2004-08-22,21479,,"Howard, John",Interview,,"Joint Press Conference with Tony Abbott Minister for Health and Ageing St George Private Hospital, Kogarah, NSW"
1973-01-25,2795,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002795.pdf,"Whitlam, Gough",Media Release,,STATEMENT BY THE PRIME MINISTER - ABORIGINAL EMBASSY
2015-11-25,40093,,"Turnbull, Malcolm",Transcript,,Launch of Australia’s Second Chance by George Megalogenis
2003-04-02,20767,,"Howard, John",Interview,,"Interview with Allan and BJ Bass Radio, Tasmania"
2014-02-13,23246,,"Abbott, Tony",Media Release,,Australia honours the late Corporal Cameron Stewart Baird MG
1995-11-07,9830,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009830.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P.J.KEATING MP INTERVIEW WITH LINDA MOTTRAM AND DEBBIE WHITMONT, ABC RADIO'AM', 7 NOVEMBER 1995"
2015-06-12,24529,,"Abbott, Tony",Transcript,"Very Special Kids,  Bravehearts Training Run,  visit to Endeavour Hills Police Station,  jobs growth,  Royal Commission into Trade Union Governance and Corruption,  Operation Sovereign Borders,  Regional Countering Violent Extremism Summit,  wind farms","Joint Doorstop Interview, Malvern"
1962-07-27,568,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000568_0.pdf,"Menzies, Robert",Speech,,"YOUNG  LIBERAL MOVEMENT CONVENTION Y.W.C.A HALL. SYDNEY 27TH JULY 1962  SPEECH BY THE PRIME MINISTER, THE RT. HON. R.G .MENZIES"
2006-03-06,22158,,"Howard, John",Interview,,"Doorstop Interview Taj Mahal Hotel, Delhi"
1998-05-26,10854,,"Howard, John",Media Release,,STOLEN CHILDREN&#146;S SUPPORT FUND
2004-08-09,21451,,"Howard, John",Interview,,"Interview with Alan Jones, Radio 2GB"
2000-11-24,11592,,"Howard, John",Media Release,,Paul Lyneham
2003-11-11,20997,,"Howard, John",Speech,,"Address at the Dedication of the Australian War Memorial Hyde Park Corner, London"
1973-07-03,2965,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002965.pdf,"Whitlam, Gough",Media Release,,PRICES JUSTIFICATION TRIBUNAL
2017-04-21,40905,,"Turnbull, Malcolm",Transcript,Paris attack; Strengthening the integrity of Australian Citizenship; US Vice President; Tony Abbott,"Interview with Samantha Armytage, Sunrise Channel 7"
2011-02-17,17685,,"Gillard, Julia",Interview,,"Transcript of press conference, Tully"
2004-06-24,21337,,"Howard, John",Interview,,"Doorstop Interview on Departure for State Funeral of Former Premier of Tasmania, The Hon. Jim Bacon Canberra Airport, Fairbairn"
1991-05-02,8290,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008290.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2014-05-23,23520,,"Abbott, Tony",Media Release,,Delivering $6.4 million for safer streets in New South Wales
2002-07-19,12925,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  ADDRESS TO THE PRIME MINISTER'S BUSINESS LUNCH,  HYATT HOTEL, PERTH"
1991-04-25,8284,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008284.pdf,"Hawke, Robert",Media Release,,"JOINT STATEMENT WITH THE MINISTER ASSISTING THE PRIME MINISTER FOR TEH STATUS OF WOMEN, WENDY FATIN"
2002-10-02,12931,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  ADDRESS AT THE AUSTRALIAN CHAMBER OF COMMERCE   SHERATON ON THE PARK, SYDNEY"
2011-02-22,17691,,"Gillard, Julia",Media Release,,Next steps to establish medicare locals
1982-12-16,5978,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005978.pdf,"Fraser, Malcolm",Correspondence,,MESSAGE TO AUSTRALIAN RUGBY LEAGUE TEAM
2017-04-25,40911,,"Turnbull, Malcolm",Media Release,,Additional Assistance to Iraq
2011-05-11,17849,,"Gillard, Julia",Interview,,"Transcript of interview with Sabra Lane, ABC AM"
2004-06-18,21323,,"Howard, John",Interview,,Doorstop Interview Canberra
1998-05-21,10840,,"Howard, John",Media Release,,RETIREMENT OF CHIEF JUSTICE          THE HON SIR GERARD BRENNAN AC KBE
2004-08-07,21445,,"Howard, John",Interview,,"Doorstop Interview Sinalei Reef Resort, Samoa"
2000-02-22,11586,,"Howard, John",Media Release,,SOLAR SAILOR
2003-11-04,20983,,"Howard, John",Media Release,,R.M. Williams
1973-07-18,2971,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002971_0.pdf,"Whitlam, Gough",Statement,,"STATEMENT BY THE PRIME MINISTER, MR EG WHITLAM QC MP, AND THE BY THE MINISTER FOR OVERSEAS TRADE AND SECONDARY INDUSTRY, DR JF CAIRNS MP, WEDNESDAY 18 JULY 1973 AT 7PM - TARIFF REDUCTION"
1998-08-18,10698,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                  RADIO INTERVIEW WITH MICHAEL CLARKE                ABC RADIO - 4QN, TOWNSVILLE"
1995-11-03,9824,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009824.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP AUSTRALIAN REPUBLIC - INFORMATION ABOUT THE GOBERNMENT'S PROPOSAL"
2008-05-29,15938,,"Rudd, Kevin",Interview,,"Joint Press Conference with the Assistant Treasurer, Prime Minister's Courtyard, Parliament House, Canberra"
1989-11-14,7809,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007809.pdf,"Hawke, Robert",Interview,,TRANSCRIPT OF INTERVIEW WITH PAUL LYNEHAM 7.30 REPORT 14 NOVEMBER 1989
1995-06-07,9617,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009617.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP INTERVIEW WITH JOHN LAWS, RADIO 2UE, 7 JUNE 1995"
2001-11-05,12064,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTERTHE HON JOHN HOWARD MPINTERVIEW WITH GEORGIE GARDINER, CHANNEL SEVEN SUNRISE"
1984-10-24,6524,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006524.pdf,"Hawke, Robert",Press Conference,,"PRESS CONFERENCE, LABOR HOUSE, BRISBANE, 24 OCTOBER 1984"
1962-08-29,597,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000597.pdf,"Menzies, Robert",Message,,"MESSAGE TO EARLWOOD BRANCH OF YOUNG LIBERALS FOR INCORPORATION IN THEIR MAGAZINE  CANBERRA, 29TH AUGUST 1962"
1992-05-13,8509,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008509.pdf,"Keating, Paul",Media Release,,UNKNOWN
1977-02-27,4333,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004333.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1998-11-15,10673,,"Howard, John",Interview,,"15 November 1998                                 TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                  DOORSTOP INTERVIEW ON DEPARTURE FOR MALAYSIA (APEC)                RICHMOND AIRPORT, SYDNEY"
2008-10-24,16202,,"Rudd, Kevin",Media Release,,"Joint Media Release with  the Minister for Small Business, Dr Craig Emerson Support for Small Business during Financial Crisis"
2013-03-06,19131,,"Gillard, Julia",Video Transcript,,Transcript of Joint Doorstop Interview
1972-12-12,2742,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002742.pdf,"Whitlam, Gough",Media Release,,DUKE OF EDINBURGH'S AUSTRALIA TOUR - 12 DECEMBER 1972
2015-10-25,40044,,"Turnbull, Malcolm",Transcript,,Remarks at the Being Greek Festival
2003-10-19,20968,,"Howard, John",Interview,,"Joint Press Conference with HE Dr Thaksin Shinawatra Prime Minister of Thailand Government House, Bangkok"
2017-02-03,40722,,"Turnbull, Malcolm",Media Release,,Interview with Tom Elliott - 3AW
2009-05-15,16564,,"Rudd, Kevin",Media Release,,Nation-Building Upgrade for Bruce Highway  - Cooroy to Curra
1969-03-27,2024,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002024.pdf,"Gorton, John",Statement in Parliament,,"SPEECH BY THE RT HON. J.G. GORTON, M.P. ON AID TO INDONESIA - (MINISTERIAL STATEMENT)"
1983-01-21,5993,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005993.pdf,"Fraser, Malcolm",Media Release,,WEST INDIAN CRICKETERS' TOUR OF SOUTH AFRICA
2012-05-07,18549,,"Gillard, Julia",Media Release,,Michael Jeffery to lead fundraising for the Queen Elizabeth Diamond Jubilee Trust
1977-07-31,4455,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004455.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1996-09-23,10115,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010115.pdf,"Howard, John",Speech,,"Speech to Epping Boys' High School, Sydney"
2000-06-30,22819,,"Howard, John",Interview,,"Interview with Howard Sattler, Radio 2SM"
1994-03-30,9171,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009171.pdf,"Keating, Paul",Speech,,"SPEECH BY THE PRIME MINISTER, THE HON P.J. KEATING, MP OPENING OF THE NATIONAL PORTRAIT GALLERY AND INAUGURAL EXHIBITION ""ABOUT FACE: ASPECTS OF AUSTRLIAN PORTRAITURE', OLD PARLIAMENT HOUSE 30 MARCH 1994"
2002-07-04,12702,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  JOINT STATEMENT WITH   THE PRIME MINISTER OF GREECE, MR SIMITIS ATHENS, GREECE"
1983-10-14,6242,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006242.pdf,"Hawke, Robert",Speech,,"STATEMENT BY THE PRIME MINISTER, AUSTRALIAN ELECTORAL OFFICE, 1983/84 EDUCATION AND ENROLMENT CAMPAIGN, MELBOURNE, 14 OCTOBER 1983"
1987-04-01,7148,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007148.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF COMMENTS, PARLIAMENT HOUSE - WEDNESDAY 1 APRIL 1987"
1967-04-02,1539,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001539.pdf,"Holt, Harold",Media Release,,ASIAN TOUR 1967 - LAOS - JOINT AUSTRALIAN/LAO COMMUNIQUE ISSUED AT VIENTIANE - 2ND APRIL 1967
2002-06-05,12716,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  RADIO INTERVIEW WITH JEREMY CORDEAUX, 5DN"
1994-03-24,9165,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009165.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF INTERVIEW WITH THE PRIME MINISTER, THE HON P J KEATIN, MP THE ECONOMIST ROUNDTABLE, HYATT HOTEL, CANBERR THURSDAY 24 MARCH,1994"
1983-11-07,6256,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006256.pdf,"Hawke, Robert",Speech,,SPEECH TO National Aboriginal Employment and Development Committee
2017-02-10,40736,,"Turnbull, Malcolm",Transcript,South Australia blackout; Energy security; Nuclear power;,Interview with David Penberthy and Will Goodings 5AA
2009-05-18,16570,,"Rudd, Kevin",Media Release,,$4.3 Billion Regional Rail express to create jobs and help suburban and reigonal passengers
1969-04-03,2030,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002030.pdf,"Gorton, John",Press Conference,,"VISIT TO THE U.S. AND CANADA 1969:CANADA - PRESS CONFERENCE GIVEN BY THE PRIME MINISTER, MR.JOHN GORTON, AT THE NATIONAL PRESS CLUB, OTTAWA"
1983-02-02,5987,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005987.pdf,"Fraser, Malcolm",Correspondence,,UNKNOWN
1977-07-14,4441,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004441.pdf,"Fraser, Malcolm",Media Release,,"RESIGNATION OF THE GOVERNOR-GENERAL AND APPOINTMENT OF HIS SUCCESSOR, 14 JULY 1977"
2018-01-27,41428,,"Turnbull, Malcolm",,,United Nations International Holocaust Remembrance Day
1996-09-10,10101,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010101.pdf,"Howard, John",Media Release,,Order of Australia Council
1977-02-20,4327,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004327.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1998-08-15,10667,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                QUESTIONS AND ANSWERS                SOUTH AUSTRALIAN LIBERAL PARTY STATE COUNCIL
2010-03-04,17108,,"Rudd, Kevin",Interview,,Prime Minister Transcript of interview with Madonna King ABC 612 4 March 2010
1974-11-12,3448,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003448.pdf,"Whitlam, Gough",Media Release,,AUSTRALIAN AMERICAN FESTIVAL 1976
2008-10-31,16216,,"Rudd, Kevin",Interview,,"Interview with Steve Price Radio 2UE, Sydney"
1972-12-18,2756,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002756.pdf,"Whitlam, Gough",Media Release,,REPRESENTATION AT ILO - 18 DECEMBER 1972
2013-03-01,19125,,"Gillard, Julia",Video Transcript,,Transcript of Doorstop Interview
2015-10-28,40050,,"Turnbull, Malcolm",Transcript,South Australia; employment; submarines,"Prime Minister the Hon Malcolm Turnbull MP joint press conference with Matt Williams MP, Member for Hindmarsh Mark Nykiel, Philmac Doorstop, Adelaide"
1979-05-04,5039,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005039.pdf,"Fraser, Malcolm",Media Release,,VISIT OF VICE-PRESIDENT GUNDELACH TO AUSTRALIA
2000-02-02,11579,,"Howard, John",Media Release,,DIPLOMATIC APPOINTMENT         HIGH COMMISSIONER TO THE UNITED KINGDOM
2001-08-06,12070,,"Howard, John",Interview,,"Doorstop Interview, Canberra"
1995-05-26,9603,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009603.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP THE AUSTRALIAN INTERNATIONAL EDUCATION FOUNDATION (AIEF) FELLOWSHIP"
1984-10-29,6530,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006530.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, MELBOURNE CHAMBER OF COMMERCE, MELBOURNE, 29 OCTOBER 1984"
1962-08-18,583,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000583.pdf,"Menzies, Robert",Speech,,"CRICKETERS CLUB OF NSW - SHEFFIELD TEAM DINNER - HELD AT SYDNEY ON 18TH AUGUST 1962 - SPEECH BY THE PRIME MINISTER, THE RT. HON. R G MENZIES"
2017-12-06,41366,,"Turnbull, Malcolm",Media Release,,Australia joins international solar alliance
1974-11-16,3460,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003460.pdf,"Whitlam, Gough",Media Release,,PRICES - 16 NOVEMBER 1974
2011-10-24,18213,,"Gillard, Julia",Speech,,"Commonwealth Youth Forum Opening, Fremantle"
2010-03-10,17120,,"Rudd, Kevin",Media Release,,"Australia-Indonesia joint statement Parliament House, Canberra 10 March 2010"
1975-11-11,31859,,"Whitlam, Gough",Press Conference,,"Press Conference, Canberra"
1998-08-14,10897,,"Howard, John",Speech,,TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                SOUTH AUSTRALIAN BUSINESS LUNCHEON                HILTON INTERNATIONAL &#150; ADELAIDE
2004-08-27,21492,,"Howard, John",Interview,,"Interview with Matt Brown PM Programme, ABC"
2000-04-10,11551,,"Howard, John",Media Release,,"VISIT TO TURKEY, FRANCE AND ISRAEL"
1979-04-05,5011,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005011.pdf,"Fraser, Malcolm",Media Release,,AUSTRALIAN 1988 BIDENTENARY
2015-11-18,40078,,"Turnbull, Malcolm",Media Release,,Remarks by President Barack Obama and Prime Minister Malcolm Turnbull after Bilateral Meeting
2003-10-13,20954,,"Howard, John",Interview,,"Interview with John Laws, Radio 2UE"
1984-10-22,6518,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006518.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT, ABC TV (NORTHERN TERRITORY) PROGRAM: TERRITORY TRACKS, MONDAY 22 OCTOBER 1984, HOSTED BY RUTH DEXTER"
2001-10-04,12058,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTERTHE HON JOHN HOWARD MPPRESS CONFERENCE, PARLIAMENT HOUSE, CANBERRA"
2008-01-28,15737,,"Rudd, Kevin",Interview,,"Press Conference Parliament House, Canberra"
1966-03-24,1277,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001277.pdf,"Holt, Harold",Statement in Parliament,,"SPPECH BY THE RT. HON. HAROLD HOLT, MP ON GOVERNMENT POLICY MINISTERIAL STATEMENT"
2014-02-25,23285,,"Abbott, Tony",Transcript,"Launch of 2014 beyondblue National Roadshow,  Budget,  Qantas.","Doorstop Interview, Parliament House"
1989-05-22,7606,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007606.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1992-06-04,8535,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008535.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON PJ KEATING MP INTERVIEW WITH JOHN LAWS, 2 UE 4 JUNE 1992"
1987-04-07,7160,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007160.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF COMMENTS, GREENSBOROUGH SHOPPING MALL, MELBOURNE 7 APRIL 1987"
2000-06-21,22825,,"Howard, John",Speech,,"Speech at the Launch of the Report - Promoting the Value of the Arts for all Australians, Parliament House, Canberra"
1991-02-14,8253,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008253.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER COMMONWEALTH/ STATE MINISTERS CONFERENCE ON THE  STATUS OF WOMEN CANBERRA - 14 FEBRUARY 1991
1967-02-17,1511,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001511.pdf,"Holt, Harold",Speech,,"OFFICIAL OPENING OF THE DALWOOD WYBONG PARIK WINERY , N.S.W.   SPEECH BY THE  PRIME MINISTER , MR. HAROLD HOLT  17 TH FABRUARY  1967"
1999-02-12,11237,,"Howard, John",Media Release,,NEW AUSTRALIAN CRICKET CAPTAIN
1982-03-21,5777,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005777.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1969-03-13,2018,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002018.pdf,"Gorton, John",Media Release,,"FOR PRESS: DROUGHT RELIEF FOR QUEENSLAND - STATEMENT BY THE PRIME MINISTER, MR. JOHN GORTON"
