date,id,pdf,pm,release_type,subjects,title
2014-08-04,23700,,"Abbott, Tony",Speech,,"Remarks at the World War One centenary wreath laying ceremony and launch of the Soundscape project, Canberra"
1988-08-18,7383,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007383.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1994-09-02,9345,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009345.pdf,"Keating, Paul",Interview,,"DOORSTOP, ALP HEADQUARTERS,CANBERRA,"
2002-02-17,12536,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER    THE HON JOHN HOWARD MP    DOORSTOP INTERVIEW, SYDNEY"
2014-11-05,23933,,"Abbott, Tony",Transcript,"New measures in the fight against Ebola,  visit by the Prime Minister of the Netherlands.","Joint Press Conference, Sydney"
1983-04-05,6076,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006076.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1967-11-16,1719,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001719.pdf,"Holt, Harold",Broadcast,,"SENATE ELECTION 1967 - NATIONAL TELECCAST BY THE PRIME MINISTER, MR. HAROLD HOLT - THURSDAY, 16 NOVEMBER, 1967"
2007-09-08,15259,,"Howard, John",Speech,,"APEC Leaders' Sydney Declaration on Climate Change, Energy Security and Clean Development"
2014-12-21,24084,,"Abbott, Tony",Media Release,,Cyber attacks against Sony
1988-08-06,7368,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007368.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2018-05-02,41608,,"Turnbull, Malcolm",Transcript,,"Remarks at Bilateral Meeting with His Excellency Mr Emmanuel Macron, President of the French Republic"
2009-12-19,16988,,"Rudd, Kevin",Interview,,Transcript of interview with Channel 9 news Copenhagen
1978-03-26,4661,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004661.pdf,"Fraser, Malcolm",Media Release,,FOR PRESS - 26 MARCH 1978
1997-04-30,10321,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010321.pdf,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON, JOHN HOWARD MP RADIO INTERVIEW - 3AW WITH NEIL MITCHELL"
2009-08-12,16750,,"Rudd, Kevin",Interview,,Transcript of interview with Lyndal Curtis regarding the PNG aviation incident  ABC AM
1970-04-08,2210,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002210.pdf,"Gorton, John",Media Release,,"CORAL SEA GUEST - STATEMENT BY THE PRIME MINISTER, MR JOHN GORTON"
2016-10-18,40516,,"Turnbull, Malcolm",Transcript,,Remarks in the House of Representatives
1979-12-18,5219,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005219.pdf,"Fraser, Malcolm",Media Release,,RHODESIA
2016-04-02,40270,,"Turnbull, Malcolm",Transcript,,Joint Doorstop with Minister for Defence
2001-05-10,11759,,"Howard, John",Interview,,"Radio Interview with Jon Faine, 3LO"
2008-07-30,16036,,"Rudd, Kevin",Interview,,"Joint Press Conference with  Attorney General, Robert McClelland, Prime Ministers Courtyard, Parliament House"
2013-05-03,19305,,"Gillard, Julia",Media Release,,2013 Defence White Paper: Support To ADF Personnel
1972-05-03,2576,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002576.pdf,"McMahon, William",Speech,,"MACQUARIE NETWORK WEEKLY BROADCAST BY THE PRIME MINISTER, THE RT HON WILLIAM MCMAHON CH MP - 3 MAY 1972 - EDUCATION"
2010-06-04,17328,,"Rudd, Kevin",Speech,,Prime Minister Speech to the Queensland Media Club A stronger economy and a fairer share for Queensland Brisbane 4 June 2010
2003-03-13,20584,,"Howard, John",Media Release,,Iraq Update Web Page
1975-03-28,3668,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003668.pdf,"Whitlam, Gough",Media Release,,ALBURY/WODONGA FINANCIAL AGREEMENT
2001-06-26,11981,,"Howard, John",Interview,,"Joint Press Conference with His Excellency K.H. Abdurrahman Wahid Parliament House, Canberra"
2005-07-25,21842,,"Howard, John",Interview,,"Press Conference Beach Rotana Hotel, Abu Dhabi"
1976-05-01,4107,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004107.pdf,"Fraser, Malcolm",Media Release,,CONFERENCE OF TEH REGIONAL GALLERIES ASSOCIATION
1997-08-14,10447,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010447.pdf,"Howard, John",Interview,,"Radio Interview with Alan Jones, Radio 2UE"
2006-07-30,22393,,"Howard, John",Interview,,"Interview with Ian McNamara ABC Radio, Australia All Over"
1994-11-17,9423,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009423.pdf,"Keating, Paul",Speech,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P.J.KEATING MP PRESENTATION OF ""WALKING TOGETHER:  THE FIRST STEPS"", PARLIAMENT HOUSE, 17 NOVEMBER 1994"
2001-10-03,12250,,"Howard, John",Media Release,,VISIT BY THE QUEEN AND THE DUKE OF EDINBURGH
1985-09-05,6710,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006710.pdf,"Hawke, Robert",Speech,,"ADDRESS TO MYER SEMINAR, MELBOURNE, 5 SEPTEMBER"
1992-11-16,8729,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008729.pdf,"Keating, Paul",Interview,,"TRANSCRIP OF THE PRIME MINISTER THE HON P J KEATING MP, INTERVIEW WITH CLAIRE ARTHURS RADIO 4QB BUNFABERG, QOLD 16 NOVEMBER 1992"
2013-11-19,23099,,"Abbott, Tony",Media Release,,Helping to reduce violence against women
2006-07-27,22387,,"Howard, John",Speech,,"Address to the 500 Club 20th Anniversary Lunch Hyatt Hotel, Perth"
2001-08-03,12244,,"Howard, John",Media Release,,Visit to Japan
1994-12-06,9437,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009437.pdf,"Keating, Paul",Interview,,"PARTIAL TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP, INTERVIEW WITH DEBBIE SPILLANCE AND IAN ROGERSON, TRIPLE J, 6 DECEMBER 1994"
1985-08-23,6704,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006704.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2016-03-30,40264,,"Turnbull, Malcolm",Transcript,,Statement on Federation
2008-07-18,16022,,"Rudd, Kevin",Interview,,"Interview with Rhys Muldoon,  666 AM Radio, Canberra"
1972-04-19,2562,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002562.pdf,"McMahon, William",Media Release,,"TASMANIAN FRUIT-PROCESSING INDUSTRY - STATEMENT BY THE PRIME MINISTER, THE RT HON WILLIAM MCMAHON CH MP"
2013-05-03,19311,,"Gillard, Julia",Media Release,,2013 Defence White Paper: Australian Defence Force Posture
2003-04-07,20590,,"Howard, John",Media Release,,Queensland Deafness Foundation
2001-10-27,11995,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTERTHE HON JOHN HOWARD MPPRESS CONFERENCE, EASTWOOD, SYDNEY"
1976-05-09,4113,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004113_0.pdf,"Fraser, Malcolm",Media Release,,ELECTORAL TALK
2005-08-05,21856,,"Howard, John",Interview,,"Press Conference Parliament House, Canberra"
1997-08-23,10453,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010453.pdf,"Howard, John",Speech,,"Opening Address to the State Council Meeting of the Liberal party (Tasmanian Division), Country Club Casino, Launceston"
1978-04-10,4675,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004675.pdf,"Fraser, Malcolm",Media Release,,"VISIT TO AUSTRALIA BY CHIP AND CARON CARTER, 10 APRIL 1978"
1997-05-08,10335,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010335.pdf,"Howard, John",Speech,,"ADDRESS BY THE PRIME MINISTER THE HON JOHN HOWARD MP AUSTRALIA-ASIA SOCIETY ""AUSTRALIA AND ASIA: AN ENDURING ENGAGEMENT"""
2012-08-29,18769,,"Gillard, Julia",Speech,,"‘Shaping Pacific development', speech at the Pacific Islands Forum"
2009-08-11,16744,,"Rudd, Kevin",Speech,,"Remarks at launch of AFL Green Round, Parliament House"
1970-03-28,2204,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002204.pdf,"Gorton, John",Media Release,,PRIME MINISTER ANSWERS DR J CAIRNS
2016-10-13,40502,,"Turnbull, Malcolm",,,Joint Communique by the Prime Ministers of Australia and Singapore on the state of bilateral relations
2002-10-15,12522,,"Howard, John",Interview,bali tragedy,"Radio Interview with Catherine McGrath, AM Programme, ABC Radio"
1994-09-06,9351,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009351.pdf,"Keating, Paul",Press Conference,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP, PRESS CONFERENCE, IMPERIAL HOTEL, TOKYO 6 SEPTEMBER 1994"
1983-03-21,6062,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006062.pdf,"Hawke, Robert",Speech,,DECLARATION OF WILLS POLL - MONDAY 21MARCH 1983
2018-05-16,41634,,"Turnbull, Malcolm",,,Ramadan 2018
1974-01-18,3132,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003132.pdf,"Whitlam, Gough",Speech,,A SOCIAL SERVICE APPROACH TO HEALTH
2012-08-15,18741,,"Gillard, Julia",Interview,,"Transcript of interview with Lisa Wilkinson, Channel 9"
2010-11-13,17472,,"Gillard, Julia",Speech,,"Transcript of joint press conference with the President of the United States of America, Yokohama, Japan"
1978-11-06,4885,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004885.pdf,"Fraser, Malcolm",Media Release,,MEETING WITH SIR CHARLES COURT AND MR BJELKE-PETERSEN
1999-03-11,11003,,"Howard, John",Interview,,TRANCRIPT OF THE PRIME MINISTER                   THE HON JOHN HOWARD MP                 RADIO INTERVIEW WITH HOWARD SATTLER (6PR)
2013-01-18,18999,,"Gillard, Julia",Interview,,Transcript of Interview with John Doyle - ABC Radio National
1981-03-18,5543,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005543.pdf,"Fraser, Malcolm",Media Release,,"VISIT BY HIS ROYAL HIGHNESS, THE DUKE OF EDINBURGH"
1994-10-13,9379,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009379.pdf,"Keating, Paul",Media Release,,APPOINTMENT OF AUSTRALIAN STATISTICIAN
2007-03-09,15265,,"Howard, John",Speech,,theradio.com.au Weekly Message - National Accounts
1967-11-22,1725,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001725.pdf,"Holt, Harold",Media Release,,"FOR PRESS: PM 123/1967 - DISCUSSIONS WITH REPRESENTATIVES OF THE ASSOCIATED CHAMBERS OF MANUFACTURES - STATEMENT BY THE PRIME MINISTER, MR HAROLD HOLT"
1988-07-12,7354,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007354.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER PRESENTATION OF THE IRISE BICENTENNIAL GIFT CANBERRA - 12 JULY 1988
1990-07-28,8067,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008067.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF NEWS CONFERENCE, LE SURF HOTEL, NOUMEA 28 JULY 1990"
1988-11-16,7432,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007432.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER THE SIR RICHARD KIRBY INDUSTRIAL RELATIONS INAUGURAL LECTURE KIRBY:  THE PRECURSOR OF CONSENSUS MELBOURNE - 16 NOVEMBER 1988
1992-10-25,8701,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008701.pdf,"Keating, Paul",Media Release,,"JOINT STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP, AND THE MINISTER FOR FOREIGN AFAIRRS AND TRADE SENATOR THE ION GARETH EVANS"
2007-05-25,15503,,"Howard, John",Media Release,,Country Women's Association
1964-06-17,947,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000947.pdf,"Menzies, Robert",Message,,FOR PRESS:  P.M.NO. 47/1964  EXCHANGE OF MESSAGES
1965-01-25,1043,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001043.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: AUSTRALIA DAY MESSAGE - BY THE ACTING PRIME MINISTER, MR. JOHN MCEWEN"
2001-10-10,11765,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTERTHE HON JOHN HOWARD MPVOICE FM, BALLARAT"
1980-01-01,5225,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005225.pdf,"Fraser, Malcolm",Interview,,"TRANSCRIPT OF INTERVIEW WITH RADIO AUSTRALIA, 1 JANUARY 1980"
2013-05-11,19339,,"Gillard, Julia",Media Release,,Prime Minister concludes visit to Papua New Guinea
1975-03-12,3654,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003654.pdf,"Whitlam, Gough",Media Release,,OIL AND URANIUM EXPLORATION - GOVERNMENT GUIDELINES
2011-07-22,18027,,"Gillard, Julia",Interview,,"Transcript of joint doorstop interview, Townsville"
2010-05-28,17314,,"Rudd, Kevin",Speech,,Prime Minister Speech opening the Lowy Cancer Research Centre University of New South Wales Sydney 28 May 2010
2017-09-01,41152,,"Turnbull, Malcolm",Transcript,,Remarks at a roundtable meeting with community leaders in Kalgoorlie-Boulder
1975-09-24,3898,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003898.pdf,"Whitlam, Gough",Media Release,,FOREIGN INVESTMENT POLICY
2001-02-11,11771,,"Howard, John",Interview,,"Interview on Sunday Programme with Laurie Oakes, Network Nine"
2016-03-23,40258,,"Turnbull, Malcolm",Transcript,,Interview with ABC News24 Breakfast
1980-01-13,5231,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005231.pdf,"Fraser, Malcolm",Media Release,,DEATH OF GEORGE MEANY
2011-07-25,18033,,"Gillard, Julia",Media Release,,Australia and Malaysia sign transfer deal
1975-03-07,3640,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003640.pdf,"Whitlam, Gough",Speech,,"SPEECH BY THE PRIME MINISTER, TEH HON. E.G WHITLAM, QC, MP FOR THE OPENING OF AUSTRALIA 75 FESTIVAL OF CREATIVE ARTS AND SCIENCES, LAKESIDE INTERNATIONAL HOTEL, CANBERRA, 7 MARCH 1975"
2010-05-20,17300,,"Rudd, Kevin",Media Release,,Prime Minister Sinking of the South Korean Navy Corvette 'Cheonan'
2017-08-30,41146,,"Turnbull, Malcolm",Transcript,Power prices; North Korea,"Interview with Tracy Grimshaw, A Current Affair"
1988-11-08,7426,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007426.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER PARLIAMENTARY LUNCHEON IN HONOUR OF PRESIDENT ROH TAE WOO OF KOREA CANBERRA - 8 NOVEMBER 1988
1992-11-04,8715,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008715.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING, MP UNITED STATES PRESIDENTIAL ELECTION"
2007-08-28,15517,,"Howard, John",Media Release,,Fires in Greece - Offer of Further Assistance
1965-02-07,1057,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001057.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: P.M. NO. 16/1965 - ECONOMIC CONSULTATIONS - STATEMENT BY THE ACTING PRIME MINISTER, THE RT. HON. JOHN MCEWEN"
1964-07-06,953,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000953_0.pdf,"Menzies, Robert",Speech,,"BRITISH INSTITUTE OF MANAGEMENT - FIRST BAILLIEU LECTURE - THE INDEPENDENCE OF POLITICAL AND INDUSTRIAL LEADERSHIP IN THE MODERN STATE - BY - THE RT. HON SIR ROBERT MENZIES, K.T., C.H., Q.C., M.P. PRIME MINISTER OF AUSTRALIA - DELIVERED - AT THE HALL OF THE MERCHANT TAYLORS' COMPANY - 30 THREADNEEDLE STREET, LONDON, E.C.2. - ON - MONDAY, 6TH JULY, 1964"
1985-09-24,6738,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006738.pdf,"Hawke, Robert",Speech,,"SPEECH FOR THE PRIME MINISTER, TJ RYAN MEMORIAL LECTURE, 'THE DIRECTION FOR AUSTRALIA', 24 SEPTEMBER 1985"
2001-01-01,12278,,"Howard, John",Speech,,"Address at Community Luncheon, Lakes Entrance"
2007-05-11,15271,,"Howard, John",Speech,,Address at the Western Sydney Budget Briefing Rosehill
1967-11-30,1731,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001731.pdf,"Holt, Harold",Media Release,,"FOR PRESS: PM 130/1967 - REQUEST IN LORD BRUCE'S WILL - STATEMENT BY THE PRIME MINISTER, MR HAROLD HOLT"
1988-06-20,7340,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007340.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER OF AUSTRALIA THE HONOURABLE R.J.L. HAWKE, AC MP ECONOMIC CLUB LUNCHEON CHICAGO - 20 JUNE 1988"
1990-08-01,8073,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008073.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF NEWS CONFERENCE, HOTEL ROSSI, VANUATU 1 AUGUST 1990"
1997-04-18,10309,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010309.pdf,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER THE HON. JOHN HOWARD MP SPEECH TO THE HUNTER VALLEY WINE ASSOCIATION THANKSGIVING DINNER, POKOLBIN"
1978-03-19,4649,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004649.pdf,"Fraser, Malcolm",Media Release,,"INQUIRY INTO WHALES AND WHALING, 19 MARCH 1978"
2018-05-09,41620,,"Turnbull, Malcolm",Transcript,Iran deal; Federal Budget,"Radio Interview with Fran Kelly, ABC Radio National"
2012-08-22,18755,,"Gillard, Julia",Speech,,"Speech at AMA annual dinner, Canberra"
1972-12-29,3126,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003126.pdf,"Whitlam, Gough",Media Release,,MEDICAL AID TO VIET-NAM
2010-10-12,17466,,"Gillard, Julia",Education,,"Reform is not easy, but it works. Speech to the Queensland Media Club"
1970-06-08,2238,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002238_0.pdf,"Gorton, John",Speech,,"FEDERAL COUNCIL MEETING OF THE LIBERAL PARTY OF AUSTRALIA - CANBERRA ACT - 8 JUNE 1970 - SPEECH BY THE PRIME MINISTER, MR JOHN GORTON"
2009-08-27,16778,,"Rudd, Kevin",Speech,,Launch of first volume of Tom Keneally's 'Australians: Origins to Eureka' National Library Canberra 27 August 2009
1978-11-14,4891,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004891.pdf,"Fraser, Malcolm",Speech,,INTERVIEW WITH CAMPBELL HIGH SCHOOL FINAL YEAR STUDENTS
1999-05-12,11017,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER                   THE HON JOHN HOWARD MP                   INTERVIEW WITH TONY PILKINGTON                 AND LEIGH MCCLUSKY - RADIO 5AA
1981-03-31,5557,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005557.pdf,"Fraser, Malcolm",Correspondence,,"THE PRIME MINISTER THIS MORNING SENT THE FOLLOWING TELEGRAMS: TO PRESIDENT REAGAN, TO MRS REAGAN, TO THE SECRETARY OF STATE."
2000-10-27,11598,,"Howard, John",Interview,,"Doorstop on Departure from Pacific Island Forum, Kiribati"
1998-12-17,10686,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                PRESS CONFERENCE                PRIME MINISTER&#146;S COURTYARD, PARLIAMENT HOUSE"
2003-05-02,20745,,"Howard, John",Interview,,"Doorstop Interview Moffett Field, Palo Alto, USA"
2008-05-22,15926,,"Rudd, Kevin",Interview,,"Joint Press Conference with  Minister Anthony Albanese, Adelaide"
1962-07-20,562,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000562.pdf,"Menzies, Robert",Media Release,,"PM 52/1962 - PLANNING OF CANBERRA'S JUBILEE - STATEMENT BY THE PRIME MINISTER, THE RT. HON. R G MENZIES"
2001-06-07,12091,,"Howard, John",Interview,,"Interview with Liam Bartlett, Radio 6WF"
1989-11-18,7817,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007817.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER SIXTEENTH NATIONAL CONFERENCE OF THE AUSITRALIA INSTITUTE OF INTERNATIONAL AFFAIRS: ""ANTARCTICA'S FUTURE: CONTINUNITY OR CHANGE"" HOBART - 18 NOVEMBER 1989"
2006-03-03,22152,,"Howard, John",Media Release,,$50 Million to fund the Walter and Eliza Hall Institute of Medical Research
2006-12-13,22634,,"Howard, John",Interview,,"Interview with Tim Cox 936 ABC Radio, Hobart"
1994-04-08,9184,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009184.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING, MP OPENING OF THE MEKONG RIVER FRIENDSHIP BRIDGE, 8 APRIL 1994"
1960-09-04,204,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000204_0.pdf,"Menzies, Robert",Speech,,Pleasant Sunday Afternoon - Melbourne
2015-03-03,24245,,"Abbott, Tony",Media Release,,Support for Culturally and Linguistically Diverse Women
1982-11-15,5966,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005966.pdf,"Fraser, Malcolm",Media Release,,"PRESS RELEASE BY THE ACTING PRIME MINISTER, THE RT HON JD ANTHONY MP - PROPOSAL FOR SPECIAL PREMIERS CONFERENCE"
2011-05-13,17857,,"Gillard, Julia",Media Release,,2011-12 Budget offers greater support for mental health patients
2009-05-28,16591,,"Rudd, Kevin",Media Release,,Historic Purchase of Water for the Environment
1982-12-05,5972,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005972.pdf,"Fraser, Malcolm",Correspondence,,UNKNOWN
2011-05-07,17843,,"Gillard, Julia",Media Release,,Joint Statement with the Prime Minister of Malaysia
2009-05-25,16585,,"Rudd, Kevin",Media Release,,Taking Pressure off Canberra Hospital's Emergency Department
2004-06-23,21329,,"Howard, John",Speech,,"Address at Arthritis Australia's 'Trike Around Australia' Launch Parliament House, Canberra"
2006-12-07,22620,,"Howard, John",Media Release,,White Powder Incident
1994-04-12,9190,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009190.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATIGNG, MP VISIT TO LAOS, THAILAND AND VIETNAM"
2015-03-04,24251,,"Abbott, Tony",Transcript,"Building Partner Capacity in Iraq,  Daesh death cult,  a strong and sustainable Medicare,  higher education reform,  domestic violence","Interview with Michael Brissenden, ABC AM"
1960-09-09,210,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000210.pdf,"Menzies, Robert",Media Release,,New York Loan
2014-02-17,23258,,"Abbott, Tony",Transcript,"Visit to drought affected regional Australia,  drought assistance,  Operation Sovereign Borders,  Australia-Indonesia relations,  Qantas.","Interview with Fran Kelly, ABC Radio National Breakfast"
2008-05-26,15932,,"Rudd, Kevin",Media Release,,Kirribilli House to open for Australian Charities
1962-08-09,576,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000576_0.pdf,"Menzies, Robert",Statement in Parliament,,"STATEMENT BY TEH PRIME MINISTER (RIGHT HONOURABLE R.G. MENZIES, C.H., Q.C., M.P.) IN THE HOUSE OF REPRESENTATIVES THURSDAY, 9TH AUGUST 1962 - COMMON MARKET NEGOTIATIONS"
2001-02-07,12085,,"Howard, John",Interview,,"Interview with Neil Mitchell, 3AW"
2006-03-01,22146,,"Howard, John",Interview,,"Interview with Ray Hadley Radio 2GB, Sydney"
1989-11-10,7803,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007803.pdf,"Hawke, Robert",Media Release,,Bill Neilson AC
2003-11-07,20989,,"Howard, John",Interview,,"Press Conference, Sydney"
1998-06-17,10692,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                  THE HON JOHN HOWARD MP                  DOORSTOP INTERVIEW - FRANKSTON, VICTORIA"
2003-03-31,20751,,"Howard, John",Interview,,"Interview with Kerry O'Brien, 7.30 Report, ABC TV"
1995-10-20,9806,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009806.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP PETER COSTELLO'S ""RADICAL NEW TAX PLAN"""
2014-02-21,23270,,"Abbott, Tony",Media Release,,P-8A Poseidon aircraft to boost Australia's maritime surveillance capabilities
1966-04-01,1282,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001282.pdf,"Holt, Harold",Media Release,,"FOR PRESS:  P.M NO. 31/1966  BRITISH ELECTION RESULT COMMENT BY THE PRIME MINISTER, MR. HAROLD HOLT"
2004-08-18,21467,,"Howard, John",Interview,,"Joint Doorstop Interview with Deputy Prime Minister John Anderson Gunnedah, New South Wales"
1998-05-29,10862,,"Howard, John",Media Release,,BEYOND THE CLEVER COUNTRY
2017-12-22,41393,,"Turnbull, Malcolm",Media Release,,Commonwealth State Funeral for Lady Florence Isabel Bjelke-Petersen (1920-2017)
1973-06-14,2953,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002953.pdf,"Whitlam, Gough",Media Release,,"VISIT TO AUSTRALIA BYTHE SPECIAL RAPPORTEUR OF THE UNITED NATIONS' STUDY ON DISCRIMINATION AGAINST INDIGENOUS POPULATIONS, MR MARTINEZ COBO"
2003-07-07,20779,,"Howard, John",Speech,,"Address at the Opening of the 2003 Australian Liberal Students' Federation Federal Convention Parliament House, Canberra"
1974-11-28,3495,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003495.pdf,"Whitlam, Gough",Media Release,,PRICES JUSTIFICATION TRIBUNAL - PRICES OF IMPORTED GOODS
2017-05-05,40933,,"Turnbull, Malcolm",Transcript,Australia-US Alliance; Battle of the Coral Sea; US Healthcare; Social Media,"Meeting with the Hon. Donald J Trump, President of the United States of America"
2012-05-17,18580,,"Gillard, Julia",Interview,,"Transcript of doorstop interview, Darwin"
1982-03-25,5782,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005782.pdf,"Fraser, Malcolm",Media Release,,25TH ANNIVERSARY OF THE TREATY OF ROME
2004-06-01,21301,,"Howard, John",Interview,,Doorstop Interview Regent Beverly Wilshire  Los Angeles
2006-11-27,22608,,"Howard, John",Speech,,"Pharmacy Guild of Australia Annual Dinner Parliament House, Canberra"
1960-11-03,238,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000238_0.pdf,"Menzies, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, THE RT. HON. R.G. MENZIES AT COWRA ON THURSDAY, 3RD NOVEMBER, 1960"
1987-07-06,7195,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007195.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER RURAL AUSTRALIA ALBURY - 6 JULY 1987
2002-11-14,12913,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER            THE HON JOHN HOWARD MP            ADDRESS AT THE LAUNCH OF THE NATIONAL ARCHIVES'              WEBSITE HONOURING AUSTRALIA'S PRIME MINISTERS,             NATIONAL ARCHIVES OF AUSTRALIA, CANBERRA"
2014-05-22,23516,,"Abbott, Tony",Transcript,Budget 2014,"Interview with Leon Compton, ABC 936, Hobart"
